recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
air fryer cinnamon roll bite,air fryer recipe,air fryer recipe,serve air fryer cinnamon roll bite family youll see smile around table theyre kidsized fun way serve cinnamon roll refrigerated cinnamon roll cut bite air fried tossed cinnamon sugar served orangeflavored creamy dip,1 124 ounce refrigerated cinnamon roll pillsburyu2122 14 white sugar 12 cinnamon 4 ounce cream cheese softened 34 confectioner sugar 1 orange peel 1 orange juice icing,preheat air fryer 325 degree f 165 degree c according manufacturer instruction add sugar cinnamon large resealable plastic bag shake combine remove 8 cinnamon roll set icing aside cut roll 4 equal piece total 32 bite line fryer basket parchment paper place bite single layer bottom basket cook 3 minute turn using tongs cook golden brown another 2 3 minute depending brand size air fryer may cook batch timing may vary watch closely meanwhile prepare dip add cream cheese confectioner sugar orange zest orange juice packaged icing small bowl beat electric mixer medium speed reach dipping consistency 1 minute drop warm piece sugarcinnamon mixture shake transfer plate basket serve dip,8,5
air fryer ham cheese wrap,air fryer recipe,air fryer recipe,air fryer ham cheese wrap couldnt get easier 5 ingredient think ham melty cheese nestled warm toasty tortilla two u air fryer basket small wrote 2 serving recipe easily doubled large air fryer want work batch,4 7inch flour tortilla 14 spicy mustard 8 thin slice deli ham 4 slice olbyjack cheese 2 butter,place tortilla clean work surface spread 1 mustard thin even layer tortilla leaving 12inch edge free mustard place 2 slice ham tortilla top tortilla 1 slice cheese fold opposing edge tortilla overlap filling roll 1 opposing edge around filling creating burrito preheat air fryer 400 degree f 200 degree c according manufacturer instruction brush top wrap melted butter place wrap basket air fryer cook 6 minute using tongs transfer wrap cutting board cut half serve immediately,5,5
air fryer buffalo cauliflower,air fryer recipe,air fryer recipe,air fryer buffalo cauliflower clever way get veggie without sacrificing saucy flavor love buffalo wing always serve celery carrot stick favorite blue cheese dressing,u00bd buffalo wing sauce frank 1 butter melted 1 honey 1 2 pound cauliflower broken floret u00bc flour u00bc cornstarch 1 garlic powder u00bd seasoned salt lawrys u00bc paprika drizzle buffalo wing sauce optional,combine hot sauce butter honey large bowl whisk well combined add cauliflower floret stir well coated combine flour cornstarch garlic powder seasoning salt paprika separate bowl stirring well gradually sprinkle flour mixture cauliflower floret tossing floret coated preheat air fryer 390 degree f 195 degree c spray fryer basket olive oil spray line parchment liner transfer cauliflower floret air fryer basket single layer making sure overcrowd basket theyll crisp turn soggy air fry 10 15 minute shaking basket several time floret lightly browned crispy overcooked mushy may cook batch depending size air fryer time may vary depending size brand air fryer give cauliflower light drizzle buffalo wing sauce come air fryer desired serve choice creamy dipping sauce,10,6
air fryer honeymustard chicken thigh,air fryer recipe,air fryer recipe,air fryer honeymustard chicken thigh prove simple chicken recipe dont boring jazz chicken thigh tasty smoky honeymustard sauce like served mixed vegetable caesar salad quick easy dinner,4 boneless skinless chicken thigh 12 onion powder 12 garlic powder 12 smoked paprika 14 salt taste 14 black pepper taste 2 honey 2 ijon mustard olive oil cooking spray,preheat air fryer 390 degree f 198 degree c recommended manufacturer pat chicken thigh dry paper towel sauce combine onion powder garlic powder smoked paprika salt pepper small bowl stir honey dijon mustard spray one side chicken thigh olive oil spray place oiled side air fryer single layer brush top chicken thigh sauce air fry 390 degree f 198 degree c 8 minute carefully turn chicken thigh brush remaining sauce continue air frying internal temperature chicken reach 165 degree f 74 degree c tested instantread thermometer 6 8 minute serve warm,9,5
air fryer heart palm stick,air fryer recipe,air fryer recipe,id never seen recipe air fryer heart palm stick id seen artichoke heart mozzarella stick fried air fryer thoughtwhy pleasant surprise take look mozzarella stick tangy meaty texture center serve marinara sauce dipping ranch salad dressing would also great,14 flour 14 salt 18 black pepper 1 large egg 14 talian bread crumb 2 panko bread crumb 2 grated parmesan cheese 1 14 ounce heart palm drained cooking spray,stir flour salt pepper together shallow bowl beat egg fork separate shallow bowl stir together italian breadcrumb panko breadcrumb grated parmesan third shallow bowl line baking sheet parchment paper roll 1 heart palm seasoned flour dip egg roll seasoned bread crumb place prepared baking sheet repeat remaining heart palm transfer baking sheet freezer 20 minute meanwhile preheat air fryer 400 degree f 200 degree c spray heart palm stick olive oil place basket preheated air fryer cook 6 minute roll stick cook coating crisp 6 minute serve immediately,9,6
air fryer cheesy bacon ranch french fry,air fryer recipe,air fryer recipe,simple cheesy bacon ranch fry great appetizer served grilled burger start frozen fry perfect last minute side unexpected guest never disappoint garnish chive serve ranch salad dressing desired,4 frozen french fry 14 olive oil 2 ranch salad dressing mix 2 bacon bit 1 pinch salt 14 cheddar cheese,preheat air fryer 400 degree fahrenheit 200 degree c place frozen french fry large bowl whisk olive oil dry ranch salad mix separate small bowl smooth pour olive oil mixture fry toss coat add bacon bit salt toss place seasoned fry basket air fryer cook 7 minute shake basket cook 5 minute sprinkle cheese fry cook 2 minute using spatula transfer serving platter serve immediately,6,4
air fryer mini dark chocolate cake brown butter frosting,air fryer recipe,air fryer recipe,use air fryer make yummy mini dark chocolate cake topped brown butter frosting brown butter frosting need used immediately preparation,cooking spray 14 flour plus dusting cake pan 3 unsweetened dutch process cocoa powder 12 baking powder 14 baking soda 14 salt 3 buttermilk 3 unsweetened applesauce 4 12 canola oil 1 12 vanilla 1 large egg 12 sugar 1 ounce dark chocolate plus garnish,preheat air fryer 320 degree f 160 degree c coat 6inch cake pan cooking spray line bottom pan parchment paper dust 2 flour tapping excess stir together 14 flour cocoa baking powder baking soda salt small bowl another small bowl whisk together buttermilk applesauce oil espresso powder vanilla third bowl beat egg electric mixer low speed gradually add sugar increase mixer speed high continue beating mixture thick pale 2 minute alternately fold flour mixture buttermilk mixture egg mixture rubber spatula stirring incorporated adding next addition fold dark chocolate pour batter prepared pan arrange pan air fryer basket cook toothpick inserted center come clean 25 minute let cool pan wire rack 10 minute remove cake pan allow cool completely wire rack frosting melt butter heavy saucepan medium heat cook stirring occasionally butter begin turn golden brown smell nutty 15 20 minute transfer butter bowl cool 10 minute whisk honey vanilla whisk powdered sugar smooth adding water 1 time desired consistency frosting look separated come together whisking water little time immediately top cooled cake frosting garnish additional dark chocolate,14,9
air fryer spanakopita,air fryer recipe,air fryer recipe,classic greek appetizer spanakopita easily made air fryer,2 10ounce package frozen spinach thawed squeezed dry 12 feta cheese 12 mozzarella cheese 12 grated parmesan cheese 1 clove garlic 1 1 pound package frozen phyllo dough thawed 12 unsalted butter melted tzatziki sauce serving fresh dill serving,filling stir together spinach feta mozzarella parmesan garlic bowl line baking sheet parchment paper arrange 1 sheet phyllo clean work surface brush lightly melted butter top 2 phyllo sheet butter cover remaining phyllo damp towel work cut phyllo stack lengthwise 3 3inchwide strip spoon 1 filling bottom strip take bottom right corner fold dough filling make triangle fold bottom left corner make another triangle continue folding dough folded arrange spanakopita seam side prepared baking sheet lightly brush butter repeat remaining phyllo filling butter preheat air fryer 375 degree f 190 degree c arrange spanakopita even layer air fryer basket working batch needed cook turning halfway spanakopita golden brown 12 15 minute cool slightly serve tzatziki sauce dill,9,6
air fryer pecan crusted trout,air fryer recipe,air fryer recipe,pecan crusted trout cooked air fryer quick easy dinner table 20 minute serve vegetable rice,23 pecan 1 dried rosemary crushed 12 salt 2 flour 1 large egg 4 4ounce rainbow trout fillet thawed frozen skinned desired 2 maple syrup lemon wedge serving,preheat air fryer 400 degree f 200 degree c stir pecan rosemary salt together shallow dish second shallow dish add flour third shallow dish lightly beat egg dip one side fillet flour shaking excess dip egg pecan mixture lightly pressing coat fish working batch needed arrange fillet parchment paper pecancoating transfer fish parchment air fryer basket cook fish easily flake fork instantread thermometer inserted thickest part fillet register 145 degree f 62 degree c 7 8 minute drizzle fillet maple syrup serve lemon wedge,8,5
air fryer blooming onion,air fryer recipe,air fryer recipe,use air fryer prepare blooming onion fun appetizer resembling flower serve dipping sauce shared appetizer,1 milk 1 large egg 1 flour 34 salt 34 cayenne pepper 12 paprika plus garnish 14 black pepper 14 dried oregano 18 dried thyme 18 cumin 1 large 14 16ounces sweet onion cooking spray,preheat air fryer 375 degree f 190 degree c whisk together milk egg bowl combined large bowl stir together flour salt cayenne pepper paprika black pepper oregano thyme cumin slice 1 inch top onion remove papery skin remove 1inchdiameter core middle onion using apple corer paring knife leaving bottom root end intact use large sharp knife slice threefourths way center onion turn onion 90 degree slice keep slicing section half 16 section careful cut bottom onion spread section apart dip onion milk mixture flour mixture coat separating petal sprinkling flour mixture dip onion milk mixture flour mixture coat coat onion cooking spray arrange onion air fryer basket cook crispy 20 25 minute stir together mayonnaise horseradish sauce ketchup paprika salt dried oregano cayenne pepper black pepper small bowl chill blooming onion ready serve blooming onion dipping sauce garnish additional paprika,12,7
air fryer tempura vegetable,air fryer recipe,air fryer recipe,air fryer make easy cook tempura vegetable formula create customized tempurabattered veggie using different vegetable seasoning dipping sauce,2 large egg white 14 seltzer water 12 flour 14 seasoning see variation 12 salt 14 black pepper 2 vegetable 12 purchased dipping sauce,preheat air fryer 350 degree f 175 degree c beat egg white bowl frothy whisk seltzer wateruntil combined whisk flour seasoning salt pepper batter form coat basket cooking spray dip vegetable batter coated allow excess drip working batch needed arrange vegetable even layer basket cook golden brown 7 minute serve dipping sauce,8,3
